name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Kaserngatan 17,62,2,3494,800000,212903,2014-4-30,Västerås kommun,Viksäng,Bostadsrättslägenhet
Skjutbanegatan 13 B,72,2,3314,800000,211080,2014-4-30,Västerås kommun,Norra Haga,Bostadsrättslägenhet
8e kolonistigen 16,36,3,,340000,,2014-4-30,Västerås kommun,Hälla,Fritidshus
Håkantorpsgatan 148,132,5,,1625000,,2014-4-30,Västerås kommun,Skälby,Par/Rad/Kedjehus
Adolf Zethelius Gata 11,65,2,3389,535000,28231,2014-4-30,Västerås kommun,Bäckby,Bostadsrättslägenhet
Persiljevägen 22,121,6,,2780000,,2014-4-30,Västerås kommun,HAMMARBY,Friliggande villa
Ellberga 4,170,6,,2520000,,2014-4-30,Västerås kommun,ELLBERGA,Friliggande villa
Vargbogatan 7 C,108,4,5544,1725000,,2014-4-29,Västerås kommun,Hemdal,Bostadsrätt
Hillenvägen 22,121,5,,2400000,,2014-4-29,Västerås kommun,Hagaberg,Friliggande villa
Karbenningsgatan 6,27,7,1782,310000,211191,2014-4-29,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Vildrosgatan 53,100,4,6260,500000,25000,2014-4-28,Västerås kommun,Gryta,Bostadsrättslägenhet
Ängesta 2,141,7,,1900000,,2014-4-28,Västerås kommun,Ängesta 2,Friliggande villa
Frihetsvägen 1,181,6,,4950000,,2014-4-28,Västerås kommun,Hammarby Stadshage,Friliggande villa
Gunnilbogatan 16A,38,1,1858,460000,212105,2014-4-28,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Föreningsgatan 25,84,2,2547,2100000,224941,2014-4-28,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Malörtsvägen 5,152,6,,3100000,,2014-4-28,Västerås kommun,Örtagården,Friliggande villa
Johanneshöjden 4,81,3,4237,1825000,222531,2014-4-28,Västerås kommun,Krutkällarbacken,Bostadsrättslägenhet
Bangatan 45,63,2,2814,880000,213968,2014-4-28,Västerås kommun,Nordanby,Bostadsrättslägenhet
"Johanneshöjden 4, Vån 13",75,3,4013,1495000,219933,2014-4-27,Västerås kommun,Karlsdal,Bostadsrättslägenhet
Fornforskargatan 24,127,5,,1800000,,2014-4-26,Västerås kommun,Bjurhovda,Par/Rad/Kedjehus
Agnegatan 5,123,8,3540,2425000,219588,2014-4-26,Västerås kommun,Aroslund,Bostadsrättslägenhet
Karlsgatan 9B,44,1,2422,875000,219886,2014-4-25,Västerås kommun,Centrum,Bostadsrättslägenhet
Billsta Trädgårdsväg 7E,59,8,4603,675000,211288,2014-4-25,Västerås kommun,Rönnby,Bostadsrättslägenhet
Bangatan 45,34,5,1762,450000,213043,2014-4-25,Västerås kommun,Nordanby,Bostadsrättslägenhet
Benvägen 1,86,5,6448,400000,24624,2014-4-25,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Soldatgatan 30,65,2,2692,885000,213615,2014-4-25,Västerås kommun,Viksäng,Bostadsrättslägenhet
Skjutbanegatan 12 D,59,5,3805,525000,28824,2014-4-25,Västerås kommun,Norra Haga,Bostadsrättslägenhet
Södra Billstagatan 40,210,5,,4500000,,2014-4-24,Västerås kommun,Billsta/Rönnby,Friliggande villa
Tegnérlunden,44,2,2372,1045000,223750,2014-4-24,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
"NORRBYGATAN 3 A, 10 vån",80,5,4636,1170000,214534,2014-4-24,Västerås kommun,Odensvi,Bostadsrättslägenhet
Påskliljevägen 13,100,5,,2200000,,2014-4-24,Västerås kommun,NORRA GRYTA,Par/Rad/Kedjehus
Nanna Svartz Gata 5,179,5,8151,6675000,237291,2014-4-24,Västerås kommun,Stallhagen/Slottsträdgården,Bostadsrättslägenhet
Lindvägen 3,82,5,,1900000,,2014-4-24,Västerås kommun,HÖKÅSEN,Friliggande villa
Östermalmsgatan 15,30,1,2875,485000,216167,2014-4-24,Västerås kommun,Östermalm,Bostadsrättslägenhet
Fimbulvägen 19,138,5,,2900000,,2014-4-24,Västerås kommun,Hökåsen,Friliggande villa
Flisavägen 24,39,9,2549,295000,27393,2014-4-24,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Odensvigatan 5,96,4,5025,975000,210156,2014-4-23,Västerås kommun,Odensvi,Bostadsrättslägenhet
Magasinsgatan 4,118,4,6508,3500000,229661,2014-4-23,Västerås kommun,Östra Hamnen,Bostadsrättslägenhet
Stohagsvägen 27 A,56,2,4300,550000,29821,2014-4-23,Västerås kommun,Stohagen,Bostadsrättslägenhet
Smältverksgatan 115,120,5,,1800000,,2014-4-23,Västerås kommun,Bäckby,Par/Rad/Kedjehus
Norra Skjutbanegatan 12 D,20,9,2096,270000,212919,2014-4-22,Västerås kommun,Haga/Malmaberg,Bostadsrättslägenhet
Runebergsgatan 2B,67,2,3499,1295000,219328,2014-4-22,Västerås kommun,Hemdal,Bostadsrättslägenhet
Folkparksgatan 6,111,3,6598,1955000,217613,2014-4-22,Västerås kommun,Hemdal,Bostadsrättslägenhet
Vetterslundsgatan 116,126,5,,1800000,,2014-4-21,Västerås kommun,Vetterslund,Par/Rad/Kedjehus
Blodriskevägen 5,195,6,,4525000,,2014-4-21,Västerås kommun,Enhagen,Friliggande villa
Haspelgatan 7,177,7,,4580000,,2014-4-17,Västerås kommun,Hamre,Friliggande villa
Markörgatan 6A,58,5,3500,750000,212821,2014-4-17,Västerås kommun,Haga,Bostadsrättslägenhet
Mätvägen 1,103,8,4917,1400000,,2014-4-17,Västerås kommun,Skälby,Bostadsrätt
Smältverksgatan 114,77,3,4273,750000,29740,2014-4-17,Västerås kommun,Bäckby,Bostadsrättslägenhet
Gränstastuga 103,40,2,,335000,,2014-4-17,Västerås kommun,Gränsta,Fritidshus
Karlsgatan 19C,82,3,3776,2100000,225610,2014-4-17,Västerås kommun,Centralt,Bostadsrättslägenhet
Regementsgatan 20,77,8,3055,1005000,212918,2014-4-17,Västerås kommun,Viksäng,Bostadsrättslägenhet
Rekylgatan 6,36,5,2281,495000,213562,2014-4-17,Västerås kommun,Haga,Bostadsrättslägenhet
Axel Oxenstiernas Gata 10,78,3,3934,700000,28974,2014-4-17,Västerås kommun,Bäckby,Bostadsrättslägenhet
Istidsvägen 30,123,5,,2000000,,2014-4-17,Västerås kommun,Hökåsen,Friliggande villa
Grönfinksvägen 18,84,3,4988,560000,26667,2014-4-17,Västerås kommun,Råby,Bostadsrättslägenhet
Påskliljevägen 25,93,4,,2200000,,2014-4-17,Västerås kommun,Norra Gryta,Par/Rad/Kedjehus
Tessingatan 6,69,3,4096,2125000,230797,2014-4-17,Västerås kommun,Centralt,Bostadsrättslägenhet
Sevallagatan 5 A,38,1,2162,455000,211974,2014-4-17,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Ändestavägen 4,62,2,,775000,,2014-4-17,Västerås kommun,Kungsåra,Par/Rad/Kedjehus
Egnahemsvägen 4 A,57,2,2920,370000,26491,2014-4-17,Västerås kommun,Tillberga,Bostadsrättslägenhet
Malmabergsgatan 79 C,40,1,2583,550000,213750,2014-4-17,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Benvägen 16,86,5,4080,610000,27052,2014-4-17,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Knivgatan 20,128,8,,3075000,,2014-4-16,Västerås kommun,Skälby,Friliggande villa
Dybecksgatan 12E,113,6,,2825000,,2014-4-16,Västerås kommun,Skallberget,Par/Rad/Kedjehus
Näckrosvägen 12,118,4,,1595000,,2014-4-16,Västerås kommun,Gryta,Par/Rad/Kedjehus
Odensvigatan 7,62,5,3606,675000,210800,2014-4-16,Västerås kommun,Odensvi,Bostadsrättslägenhet
Krakas Väg 8,122,5,,2050000,,2014-4-16,Västerås kommun,Irsta,Par/Rad/Kedjehus
Flisavägen 17,67,2,3385,560000,28333,2014-4-16,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Korsängsgatan 2,88,3,4825,1750000,219886,2014-4-16,Västerås kommun,Korsängsgärdet,Bostadsrättslägenhet
Norra Skjutbanegatan 19 A,61,5,2923,800000,213008,2014-4-16,Västerås kommun,Norra Haga,Bostadsrättslägenhet
Furugatan 3B,43,8,2813,475000,210845,2014-4-16,Västerås kommun,Haga,Bostadsrättslägenhet
Rekylgatan 7,70,5,4139,870000,212340,2014-4-15,Västerås kommun,Haga,Bostadsrättslägenhet
Benvägen 19,86,5,6563,195000,22254,2014-4-15,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Krutkällarvägen 1,23,5,1161,630000,226809,2014-4-15,Västerås kommun,Centralt/Karlsdal,Bostadsrättslägenhet
Frödings väg 1,70,2,3803,1603100,222901,2014-4-15,Västerås kommun,Hemdal,Bostadsrättslägenhet
Alvestavägen 35,105,4,,1300000,,2014-4-14,Västerås kommun,Hökåsen,Friliggande villa
Blomstergatan 2,53,2,3054,585000,211038,2014-4-14,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Djäknebergsgatan 15 B,60,2,2911,1305000,221750,2014-4-14,Västerås kommun,Centralt / Djäkneberget,Bostadsrättslägenhet
Bangatan 55,89,5,3804,995000,211117,2014-4-13,Västerås kommun,Nordanby,Bostadsrättslägenhet
Edsöregatan 3,134,5,,1950000,,2014-4-13,Västerås kommun,Dingtuna,Friliggande villa
Malörtsvägen 10,152,6,,3100000,,2014-4-13,Västerås kommun,Örtagården,Friliggande villa
Sidensvansgatan 36,103,4,,1500000,,2014-4-12,Västerås kommun,Råby,Par/Rad/Kedjehus
Hemdalsvägen 3A,132,4,7284,2525000,219129,2014-4-11,Västerås kommun,Hemdal,Bostadsrättslägenhet
Nanna Svartz Gata 5,109,4,5630,3175000,229128,2014-4-11,Västerås kommun,Stallhagen/Slottsträdgården,Bostadsrättslägenhet
Jakobsgatan 8a,158,6,,4875000,,2014-4-11,Västerås kommun,Jakobsberg,Friliggande villa
Knutsgatan 12 B,103,5,4603,1815000,217621,2014-4-11,Västerås kommun,centralt,Bostadsrättslägenhet
Brynhilds Väg 5,119,4,,1650000,,2014-4-11,Västerås kommun,Irsta,Par/Rad/Kedjehus
Västmannagatan 14 A,140,5,5270,2640000,218857,2014-4-11,Västerås kommun,Centralt/Vasastaden,Bostadsrättslägenhet
Hagalidsvägen 8,123,4,,2750000,,2014-4-10,Västerås kommun,HAGA,Par/Rad/Kedjehus
Gottstavägen 11,40,2,,375000,,2014-4-10,Västerås kommun,Gottstavägen 11,Fritidshus
Iggebygatan 4C,47,2,4416,500000,210593,2014-4-10,Västerås kommun,Iggebygärdet,Bostadsrättslägenhet
Flisavägen 26,74,9,4055,450000,26008,2014-4-10,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Patrullgatan 6,97,4,,2425000,,2014-4-10,Västerås kommun,Viksäng,Friliggande villa
"REKYLGATAN 6, vån 4",65,3,3722,860000,213231,2014-4-9,Västerås kommun,Haga,Bostadsrättslägenhet
Morkullegatan 46,87,3,4365,800000,29195,2014-4-9,Västerås kommun,Råby / Morkullan,Bostadsrättslägenhet
Tegnérlunden,89,3,4799,2495000,228034,2014-4-9,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Stentorpsgatan 23C,41,5,2420,430000,210361,2014-4-8,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Bomansgatan 16 D,38,1,3577,530000,213947,2014-4-8,Västerås kommun,Centralt / Kristiansborg,Bostadsrättslägenhet
Kopparbergsvägen 24 A,82,3,6738,1150000,214024,2014-4-8,Västerås kommun,Centralt,Bostadsrättslägenhet
Johanneshöjden 4,75,3,3864,1500000,220000,2014-4-8,Västerås kommun,Centralt/Karlsdal,Bostadsrättslägenhet
Bondebacken 18,49,2,3211,1105000,222551,2014-4-7,Västerås kommun,Centralt/Västermalm,Bostadsrättslägenhet
Rudbecksgatan 4 A,67,2,3756,1425000,221269,2014-4-7,Västerås kommun,Centrum,Bostadsrättslägenhet
Sommarvägen 11,125,5,,1550000,,2014-4-7,Västerås kommun,Skultuna,Friliggande villa
Fibulagatan 7,114,7,,3130000,,2014-4-6,Västerås kommun,Brandthovda,Friliggande villa
Nygatan 4 A,104,4,4782,2725000,226202,2014-4-5,Västerås kommun,Centrum/Herrgärdet,Bostadsrättslägenhet
Axel Oxenstiernas Gata 30,78,3,4039,460000,25897,2014-4-4,Västerås kommun,Bäckby,Bostadsrättslägenhet
Blomstergatan 27,73,5,3567,1250000,217007,2014-4-4,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Vegagatan 3 c,48,2,3042,850000,217708,2014-4-4,Västerås kommun,Vega,Bostadsrättslägenhet
Ringduvegatan 35,82,3,4112,550000,26707,2014-4-4,Västerås kommun,Råby,Bostadsrättslägenhet
Knektgatan 1 I,85,4,4798,1275000,,2014-4-4,Västerås kommun,Klockartorpet,Bostadsrätt
Agnegatan 11,41,9,2235,650000,215513,2014-4-4,Västerås kommun,AROSLUND,Bostadsrättslägenhet
Regndroppsgatan 4,168,6,,2550000,,2014-4-3,Västerås kommun,Talltorp,Villa
Smältverksgatan 41,124,5,,1650000,,2014-4-3,Västerås kommun,Bäckby,Par/Rad/Kedjehus
Bangatan 27,63,5,2825,800000,212598,2014-4-3,Västerås kommun,Nordanby,Bostadsrättslägenhet
Morkullegatan 26,90,3,4486,570000,26333,2014-4-3,Västerås kommun,Råby/Morkullan,Bostadsrättslägenhet
Norra Ringvägen 20 C,29,8,1884,700000,223490,2014-4-3,Västerås kommun,Centrum/Herrgärdet,Bostadsrättslägenhet
Vildrosgatan 5,81,5,5370,545000,26687,2014-4-3,Västerås kommun,Gryta,Bostadsrättslägenhet
Härnevigatan 5 C,60,5,2826,680000,211240,2014-4-3,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Lövstagatan 31,90,4,,2150000,,2014-4-3,Västerås kommun,Malmaberg,Par/Rad/Kedjehus
Skjutbanegatan 2 B,56,2,2475,720000,212811,2014-4-3,Västerås kommun,Norra Haga,Bostadsrättslägenhet
Norrbygatan 3E,80,5,4547,775000,29627,2014-4-2,Västerås kommun,Odensvi,Bostadsrättslägenhet
Mälbyvägen 3,153,5,,1975000,,2014-4-2,Västerås kommun,Tillberga,Friliggande villa
Västerängsvägen 2,280,8,,6600000,,2014-4-2,Västerås kommun,Tidö-Lindö,Friliggande villa
Släggkastargatan 10,81,5,3837,725000,28896,2014-4-2,Västerås kommun,Rönnby,Bostadsrättslägenhet
Sturegatan 17 A,47,5,2531,1010000,221263,2014-4-2,Västerås kommun,Centralt,Bostadsrättslägenhet
Näckrosvägen 2,90,2,5420,846000,29379,2014-4-2,Västerås kommun,Önsta,Bostadsrättslägenhet
Rudbecksgatan 4A,59,2,3339,1310000,222203,2014-4-2,Västerås kommun,Centrum,Bostadsrättslägenhet
Kristiansborgsallén 3 B,51,2,3171,940000,218431,2014-4-2,Västerås kommun,Centralt/Kristiansborg,Bostadsrättslägenhet
Tessingatan 6,104,4,5184,2050000,219712,2014-4-2,Västerås kommun,Centralt,Bostadsrättslägenhet
Norra Skjutbanegatan 21 B,56,9,2781,730000,212830,2014-4-2,Västerås kommun,Norra Haga,Bostadsrättslägenhet
Grävlingevägen 36,133,5,,2820000,,2014-4-2,Västerås kommun,Södra Gryta,Friliggande villa
Narvavägen 41,71,3,4299,800000,211268,2014-4-1,Västerås kommun,Hammarby,Bostadsrättslägenhet
Benvägen 38,51,8,3044,360000,26950,2014-4-1,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Skrågatan 29,200,7,,4000000,,2014-4-1,Västerås kommun,Kristiansborg,Friliggande villa
Gullbovägen 2,163,6,,2350000,,2014-4-1,Västerås kommun,Tillberga,Villa
Stora gatan 2 C,79,5,4766,1695000,221321,2014-4-1,Västerås kommun,Centrum/Östermalm,Bostadsrättslägenhet
Storsegelgatan 4,78,3,3913,2050000,226282,2014-4-1,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Tegnérlunden,70,2,3774,1375000,219643,2014-3-31,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Tegnérlunden,80,3,4313,2145000,226813,2014-3-31,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Stavhoppargatan 1,188,7,,3500000,,2014-3-31,Västerås kommun,Rönnby,Friliggande villa
Knotavägen 30,88,5,6019,340000,23842,2014-3-31,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Knutsgatan 8B,65,2,3112,1310000,220154,2014-3-31,Västerås kommun,Centrum,Bostadsrättslägenhet
Ringduvegatan 67,87,3,4294,600000,26897,2014-3-31,Västerås kommun,Råby,Bostadsrättslägenhet
Lidmansvägen 2,48,5,3031,910000,218763,2014-3-31,Västerås kommun,Centralt/Västermalm,Bostadsrättslägenhet
Vallonvägen 37,82,3,,1675000,,2014-3-29,Västerås kommun,Skultuna,Villa
Hedensberg 23,111,6,,1900000,,2014-3-28,Västerås kommun,Hedensberg,Friliggande villa
Polstjärnegatan 65,80,5,3854,815000,210124,2014-3-28,Västerås kommun,Vetterstorp,Bostadsrättslägenhet
Fyrtornsgatan 2,185,5,9700,4400000,223784,2014-3-28,Västerås kommun,Lillåudden,Bostadsrättslägenhet
Kvarnbrogatan 6,145,5,,3550000,,2014-3-28,Västerås kommun,Lustigkulla/Trumslagarbacken,Friliggande villa
Bangatan 33 A,57,2,2585,600000,210526,2014-3-28,Västerås kommun,NORDANBY,Bostadsrättslägenhet
Sommarvägen 3,124,4,,1750000,,2014-3-27,Västerås kommun,Skultuna,Friliggande villa
Brunnbygatan 46,108,4,,1650000,,2014-3-27,Västerås kommun,Nordanby/Skallberget,Par/Rad/Kedjehus
Vilan 1,54,4,,1015000,,2014-3-27,Västerås kommun,Sevalla,Fritidshus
Jakobsgatan 48 A,74,5,4256,900000,212081,2014-3-27,Västerås kommun,Jakobsberg/Djäkneberget,Bostadsrättslägenhet
Runslingegatan 8,97,5,,2240000,,2014-3-27,Västerås kommun,Brandthovda,Friliggande villa
Tegnérlunden,80,3,4313,2295000,228688,2014-3-26,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Johanneshöjden 4,81,3,4100,1890000,223333,2014-3-26,Västerås kommun,Centralt/Karlsdal,Bostadsrättslägenhet
Johanneshöjden 4,65,2,3502,1320000,220308,2014-3-26,Västerås kommun,Karlsdal,Bostadsrättslägenhet
Rekylgatan 4,55,2,3269,750000,213636,2014-3-26,Västerås kommun,Haga,Bostadsrättslägenhet
Stora gatan 75 B,92,2,5705,1550000,216848,2014-3-26,Västerås kommun,Centralt / Vasastaden,Bostadsrättslägenhet
Sturegatan 17B,62,2,3028,1505000,224274,2014-3-26,Västerås kommun,Centrum,Bostadsrättslägenhet
Jakobsgatan 50B,77,5,4501,750000,29677,2014-3-25,Västerås kommun,Jakobsberg,Bostadsrättslägenhet
Hubbogatan 9,86,?,,1620000,,2014-3-25,Västerås kommun,Norra Skiljebo,Par/Rad/Kedjehus
Svärdsliljegatan 9C,53,2,3118,630000,211887,2014-3-25,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Östra Hamngatan 2,61,2,3519,1550000,225410,2014-3-25,Västerås kommun,Östra Hamnen,Bostadsrättslägenhet
Bakformsvägen 22,65,8,4501,955000,,2014-3-25,Västerås kommun,Skälby,Bostadsrätt
Välljärnsgatan 486,84,5,4746,425000,25030,2014-3-25,Västerås kommun,Bäckby,Bostadsrättslägenhet
Johanneshöjden 4,81,3,4188,1725000,221296,2014-3-25,Västerås kommun,Karlsdal,Bostadsrättslägenhet
Tegnérlunden,44,2,2372,870000,219773,2014-3-25,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Sankta Ursulas Väg 13,176,8,,5000000,,2014-3-25,Västerås kommun,Blåsbo,Friliggande villa
Nicksborgsvägen 7,167,7,,3755000,,2014-3-25,Västerås kommun,Barkarö,Friliggande villa
Narvavägen 59,61,5,3712,860000,213984,2014-3-25,Västerås kommun,Vetterstorp/Krumeluren,Bostadsrättslägenhet
Krakas Väg 11,122,5,,2325000,,2014-3-25,Västerås kommun,Irsta,Par/Rad/Kedjehus
Blomstergatan 6,53,2,2984,675000,212736,2014-3-25,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Näckrosvägen 2,90,2,5420,910000,210089,2014-3-25,Västerås kommun,Gryta,Bostadsrättslägenhet
Karlsgatan 21A,145,5,5672,2620000,218069,2014-3-24,Västerås kommun,CENTRUM,Bostadsrättslägenhet
Bandverksgatan 19,132,5,,1800000,,2014-3-24,Västerås kommun,Bäckby,Par/Rad/Kedjehus
Backsippsgatan 17 A,55,2,3698,660000,212000,2014-3-24,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Stora Gatan 2E,52,5,3987,1050000,220000,2014-3-24,Västerås kommun,Centralt / Östermalm,Bostadsrättslägenhet
Ankargatan 21,80,3,4965,1800000,222416,2014-3-23,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Linnégatan 2,33,1,1946,760000,223030,2014-3-22,Västerås kommun,Centralt,Bostadsrättslägenhet
Blomstergatan 8,58,2,3342,810000,213966,2014-3-22,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Västra Utanbygatan 14A,58,2,4427,1210000,220862,2014-3-21,Västerås kommun,Centrum,Bostadsrättslägenhet
Hjortvägen 11,258,9,,3600000,,2014-3-21,Västerås kommun,Hökåsen,Friliggande villa
Mälargatan 6c,113,4,5913,3400000,230088,2014-3-21,Västerås kommun,Östra hamnen,Bostadsrättslägenhet
Tessingatan 5 D,36,1,2105,790000,221944,2014-3-21,Västerås kommun,Centrum / Herrgärdet,Bostadsrättslägenhet
Skälbygatan 117,154,6,,2150000,,2014-3-21,Västerås kommun,Skälby,Friliggande villa
Stora Gatan 84,125,4,5294,1925000,215400,2014-3-21,Västerås kommun,Västermalm,Bostadsrättslägenhet
Markörgatan 4 c,51,2,3644,750000,214706,2014-3-21,Västerås kommun,Haga,Bostadsrättslägenhet
Labradorvägen 103,90,3,4017,825000,29167,2014-3-21,Västerås kommun,Gryta,Bostadsrättslägenhet
Norrbygatan 3 A,80,3,4502,835000,210438,2014-3-21,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Katrinelundsvägen 20,57,5,2328,1200000,220870,2014-3-21,Västerås kommun,Centralt/Karlsdal,Bostadsrättslägenhet
Bogvägen 7,57,8,3130,1900000,232872,2014-3-21,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Bondebacken 14A,37,5,2047,860000,222933,2014-3-21,Västerås kommun,Oxbacken,Bostadsrättslägenhet
Västra Utanbygatan 23,102,3,4983,1690000,216569,2014-3-20,Västerås kommun,Centrum,Bostadsrättslägenhet
Flitstigen 9,69,2,,1375000,,2014-3-20,Västerås kommun,Frösåker/Råstock,Vinterbonat fritidshus
Sevallagatan 5 C,38,1,2162,455000,211974,2014-3-20,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Langenbergsgatan 2B,70,5,4527,800000,211348,2014-3-20,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Ringduvegatan 91,63,2,3393,390000,26190,2014-3-20,Västerås kommun,Ringduvan/Råby,Bostadsrättslägenhet
Sofiebergsgatan 10,132,5,,3175000,,2014-3-20,Västerås kommun,Stohagen,Friliggande villa
Lövhagsgatan 31,64,2,3800,400000,26250,2014-3-20,Västerås kommun,Råby,Bostadsrättslägenhet
Släggkastargatan 10,77,8,3872,650000,28355,2014-3-20,Västerås kommun,Rönnby,Bostadsrättslägenhet
Råsegelgatan 4,55,2,2232,1650000,230000,2014-3-19,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Langenbergsgatan 6c,65,3,3835,1240000,219077,2014-3-19,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Domkyrkoesplanaden 8,71,5,3674,1395000,219510,2014-3-19,Västerås kommun,Centralt,Bostadsrättslägenhet
Högviltsvägen 36,128,4,,2225000,,2014-3-19,Västerås kommun,Södra Gryta,Par/Rad/Kedjehus
Barkarö Bygata 211,137,5,,2150000,,2014-3-19,Västerås kommun,Barkarö,Par/Rad/Kedjehus
Karlsgatan 11B,71,3,3667,1800000,225352,2014-3-18,Västerås kommun,Centrum,Bostadsrättslägenhet
Labradorvägen 22,88,5,4225,1210000,213672,2014-3-18,Västerås kommun,Södra Gryta,Bostadsrättslägenhet
Gråsparvsvägen 13,84,3,4988,365000,24345,2014-3-17,Västerås kommun,Råby,Bostadsrättslägenhet
Kaserngatan 31,78,3,4322,995000,212756,2014-3-17,Västerås kommun,Viksäng,Bostadsrättslägenhet
"TUNBYVÄGEN 38 A, Vån 2",41,5,3222,580000,213976,2014-3-17,Västerås kommun,Vega,Bostadsrättslägenhet
Västanvindsgatan 3,123,5,,2400000,,2014-3-14,Västerås kommun,Talltorp,Friliggande villa
Hallonvägen 8,115,3,,2550000,,2014-3-14,Västerås kommun,Vega,Friliggande villa
Norrbygatan 3 D,80,5,4323,980000,212174,2014-3-14,Västerås kommun,Odensvi,Bostadsrättslägenhet
Kungsfågelgatan 17,64,8,3674,395000,26096,2014-3-14,Västerås kommun,Råby,Bostadsrättslägenhet
Sevallagatan 9B,59,5,2800,615000,210336,2014-3-14,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Benvägen 38,39,9,2471,275000,26892,2014-3-14,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Jakobsgatan 50 A,77,5,4432,950000,212258,2014-3-14,Västerås kommun,Jakobsberg/Djäkneberget,Bostadsrättslägenhet
Norra Skjutbanegatan 18 C,20,9,2051,320000,215311,2014-3-14,Västerås kommun,Haga,Bostadsrättslägenhet
Linnégatan 10,30,1,1746,750000,225000,2014-3-13,Västerås kommun,Centrum,Bostadsrättslägenhet
Gunnilbogatan 36B,58,2,2801,900000,215464,2014-3-13,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Narvavägen 35,53,2,3326,610000,211509,2014-3-13,Västerås kommun,Hammarby,Bostadsrättslägenhet
Eriksgatan 24,318,14,,5900000,,2014-3-13,Västerås kommun,Stallhagen,Friliggande villa
Hedensberg 24,160,7,,1800000,,2014-3-13,Västerås kommun,Tillberga,Friliggande villa
Bysågsgatan 3,118,4,,2750000,,2014-3-13,Västerås kommun,Norra Vallby,Friliggande villa
Gunnilbogatan 30 B,31,7,1933,360000,211356,2014-3-13,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Malmabergsgatan 79 C,40,1,2583,510000,212750,2014-3-12,Västerås kommun,Haga,Bostadsrättslägenhet
Snickargatan 3C,86,8,5201,2037500,223474,2014-3-12,Västerås kommun,Centralt,Bostadsrättslägenhet
Regementsgatan 14,63,8,2548,750000,211755,2014-3-12,Västerås kommun,Viksäng,Bostadsrättslägenhet
Odensvigatan 3,31,1,2043,525000,216935,2014-3-12,Västerås kommun,Odensvi,Bostadsrättslägenhet
Stentorpsgatan 19,41,2,2204,775000,218902,2014-3-12,Västerås kommun,Stentorpet,Bostadsrättslägenhet
Lidmansvägen 1A,43,2,2342,930000,221628,2014-3-12,Västerås kommun,Centralt/Djäkneberget,Bostadsrättslägenhet
Skälbygatan 208,95,8,7071,400000,24175,2014-3-11,Västerås kommun,Skälby,Bostadsrättslägenhet
Stentorpsgatan 23 B,56,5,3168,700000,212389,2014-3-11,Västerås kommun,Östra Malmaberg,Bostadsrättslägenhet
Drottninggatan 32 A,86,3,6484,1200000,213953,2014-3-11,Västerås kommun,JAKOBSBERG / DJÄKNEBERGET,Bostadsrättslägenhet
Knutsgatan 12 D,103,5,4668,2255000,221893,2014-3-11,Västerås kommun,Centrum,Bostadsrättslägenhet
Kristiansborgsallen 3 A,37,1,2314,745000,220135,2014-3-11,Västerås kommun,Centrum/Kristiansborg,Bostadsrättslägenhet
Klockartorpsgatan 15A,49,2,3295,705000,214388,2014-3-11,Västerås kommun,Klockartorpet,Bostadsrättslägenhet
