name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Knektgatan 1 o,85,4,4798,2400000,228235,2017-maj-29,Västerås kommun,Klockartorpet,Bostadsrättslägenhet
Kokhusgatan 16,121,6,,3770000,,2017-maj-28,Västerås kommun,Vallby,Friliggande villa
Boställevägen 3,177,5,,5200000,,2017-maj-28,Västerås kommun,Tunby Gård,Friliggande villa
Narvavägen 44,80,5,3613,1500000,218634,2017-maj-27,Västerås kommun,Vetterstorp,Bostadsrättslägenhet
Haga Parkgata 15A,68,3,4871,1066000,215676,2017-maj-26,Västerås kommun,Haga,Bostadsrättslägenhet
Malmabergsgatan 81 B,56,2,3428,1380000,224643,2017-maj-26,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Genuagatan 2,73,3,4347,2850000,239041,2017-maj-26,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Knektgatan 1A,85,4,4798,2375000,,2017-maj-26,Västerås kommun,Klockartorpet,Bostadsrätt
Odensvigatan 3,62,5,3702,875000,214000,2017-maj-26,Västerås kommun,Odensiv,Bostadsrättslägenhet
Rödvensvägen 6,167,6,,5250000,,2017-maj-26,Västerås kommun,Gäddeholm,Friliggande villa
Barkarö Bygata 223,143,6,,2575000,,2017-maj-26,Västerås kommun,Barkarö,Par/Rad/Kedjehus
Sköldmyrvägen 3,148,6,,3175000,,2017-maj-26,Västerås kommun,Hökåsen,Friliggande villa
Soldatgatan 34,90,5,3826,2000000,222099,2017-maj-25,Västerås kommun,Viksäng,Bostadsrättslägenhet
Skivyxvägen 32,124,5,,3250000,,2017-maj-25,Västerås kommun,Bjurhovda,Villa
Lidmansvägen 7,95,3,4937,3200000,233684,2017-maj-25,Västerås kommun,Centralt Djäkneberget,Bostadsrättslägenhet
Guttorms Väg 5,141,5,,2800000,,2017-maj-25,Västerås kommun,Irsta,Friliggande villa
Skiljeboplatsen 1 C,52,2,3054,1645000,231635,2017-maj-25,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Spikverksgatan 210,132,5,,2750000,,2017-maj-25,Västerås kommun,Bäckby,Par/Rad/Kedjehus
Fyrbåksvägen 8,104,3,4611,4150000,239904,2017-maj-24,Västerås kommun,Lillåudden,Bostadsrättslägenhet
Pettersbergsgatan 32C,75,3,4319,2150000,228667,2017-maj-24,Västerås kommun,Pettersberg,Bostadsrättslägenhet
Kaserngatan 21,76,3,3952,1750000,223026,2017-maj-24,Västerås kommun,Viksäng,Bostadsrättslägenhet
Skjutbanegatan 7A,78,3,3722,1400000,217880,2017-maj-24,Västerås kommun,Haga,Bostadsrättslägenhet
Flisavägen 18,39,9,2549,660000,216541,2017-maj-24,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Skyttegatan 4C,60,5,4037,1240000,220496,2017-maj-24,Västerås kommun,Haga,Bostadsrättslägenhet
Benvägen 27,74,3,5349,605000,28176,2017-maj-24,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Fromtorp 6,73,3,,2000000,,2017-maj-24,Västerås kommun,Västjädra,Friliggande villa
Odensviplatsen 2 J,60,2,4432,1920000,232000,2017-maj-24,Västerås kommun,Odensvi,Bostadsrättslägenhet
Stora gatan 2 F,112,5,5768,3075000,227333,2017-maj-24,Västerås kommun,Östermalm,Bostadsrättslägenhet
Linnégatan 4,47,1,2730,1300000,227660,2017-maj-24,Västerås kommun,CENTRUM,Bostadsrättslägenhet
Adolf Zethelius Gata 9,65,2,3392,1015000,215615,2017-maj-24,Västerås kommun,Bäckby,Bostadsrättslägenhet
Drottninggatan 32 C,34,5,2895,1000000,228986,2017-maj-24,Västerås kommun,Djäknebereget,Bostadsrättslägenhet
Släggargatan 5,136,5,8592,1495000,210952,2017-maj-24,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Härnevigatan 13B,38,1,1784,915000,224079,2017-maj-23,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Malmabergsgatan 52,101,3,,3040000,,2017-maj-23,Västerås kommun,Freja,Friliggande villa
Ringduvegatan 88,112,4,,2150000,,2017-maj-23,Västerås kommun,Råby,Par/Rad/Kedjehus
Utanbygatan 6,49,8,3733,1075000,221586,2017-maj-23,Västerås kommun,Centrum,Bostadsrättslägenhet
Vetterstorpsgatan 32,69,4,3235,1300000,218732,2017-maj-23,Västerås kommun,Vetterstorp,Bostadsrättslägenhet
Mäsenvägen 29,111,5,,3150000,,2017-maj-23,Västerås kommun,HAGABERG,Par/Rad/Kedjehus
Emausgatan 21 C,41,1,2360,1075000,226220,2017-maj-23,Västerås kommun,Gideonsberg,Bostadsrätt
Ringduvegatan 111,84,3,4723,1000000,211905,2017-maj-23,Västerås kommun,Råby,Bostadsrättslägenhet
Garpgatan 5,173,6,,4700000,,2017-maj-23,Västerås kommun,Jakobsberg,Friliggande villa
Vegagatan  7B,37,1,2935,900000,224324,2017-maj-22,Västerås kommun,Vega,Bostadsrättslägenhet
Nämndemansgatan  5,148,7,,3350000,,2017-maj-22,Västerås kommun,Dingtuna,Villa
Hornby 2,47,3,,1680000,,2017-maj-22,Västerås kommun,Frösåker,Fritidshus
Kärrbogatan 8,93,5,,3350000,,2017-maj-22,Västerås kommun,Skiljebo,Par/Rad/Kedjehus
Mistelgatan 5,132,6,,2300000,,2017-maj-22,Västerås kommun,Nordanby,Par/Rad/Kedjehus
Båthamnsvägen 2,60,2,,2025000,,2017-maj-22,Västerås kommun,Lötudden,Friliggande villa
Narvavägen 47,57,2,3587,875000,215351,2017-maj-22,Västerås kommun,Krumeluren / Hammarby,Bostadsrättslägenhet
Kungsfågelgatan 79,64,2,4099,760000,211875,2017-maj-22,Västerås kommun,Råby,Bostadsrättslägenhet
Bondebacken 14A,37,5,2047,1125000,230000,2017-maj-22,Västerås kommun,Centralt,Bostadsrättslägenhet
Engelbrektsplan 3,109,3,6624,2800000,225688,2017-maj-22,Västerås kommun,Centrum,Bostadsrättslägenhet
Haga Parkgata  8 C,55,2,3687,1075000,219545,2017-maj-22,Västerås kommun,Haga,Bostadsrättslägenhet
Ringduvegatan 98,112,4,,1740000,,2017-maj-22,Västerås kommun,Råby,Par/Rad/Kedjehus
Stensbovägen 18,215,8,,3310000,,2017-maj-22,Västerås kommun,Dingtuna,Friliggande villa
Stentorpsgatan 23 B,56,5,3301,1100000,219469,2017-maj-21,Västerås kommun,Östra Malmaberg,Bostadsrättslägenhet
Öster Mälarstrands allé 136,95,4,5314,3650000,238421,2017-maj-21,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Knotavägen 18,40,1,3445,440000,211000,2017-maj-20,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Harakers Byväg 25,170,6,,3050000,,2017-maj-20,Västerås kommun,Haraker,Friliggande villa
"Gränsta, Stuga Nr 147",40,2,,540000,,2017-maj-19,Västerås kommun,Gränsta,Fritidshus
Lillhamragatan 21,160,6,,5100000,,2017-maj-19,Västerås kommun,Lillhamra,Villa
Kronvägen 26B,80,3,4266,2000000,225000,2017-maj-19,Västerås kommun,Jakobsberg,Bostadsrättslägenhet
Skafferivägen 7,106,5,,2675000,,2017-maj-19,Västerås kommun,Skälby,Par/Rad/Kedjehus
Timmermansgatan 6,55,7,3914,1300000,223339,2017-maj-19,Västerås kommun,City,Bostadsrättslägenhet
Polstjärnegatan 65,116,1,5141,1900000,216365,2017-maj-19,Västerås kommun,Vetterstorp,Bostadsrättslägenhet
Råsegelgatan 6,55,2,2543,2250000,240909,2017-maj-19,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Norra Floragatan 25,75,5,4635,1880000,224901,2017-maj-19,Västerås kommun,Centrum / Oxbacken,Bostadsrättslägenhet
Sandgärdsgatan 10,144,7,,4400000,,2017-maj-19,Västerås kommun,Haga/Sandgärdet,Friliggande villa
Åsgatan 1,30,1,1379,995000,233167,2017-maj-19,Västerås kommun,Jakobsberg,Bostadsrättslägenhet
Släggkastargatan 12,48,5,2799,1085000,222371,2017-maj-19,Västerås kommun,Rönnby,Bostadsrättslägenhet
Tunbyvägen 96,140,5,,4425000,,2017-maj-19,Västerås kommun,Vega,Friliggande villa
Rekylgatan 3,59,2,3805,1175000,219915,2017-maj-19,Västerås kommun,Haga,Bostadsrättslägenhet
Bofinksvägen 27,104,4,6698,1050000,210096,2017-maj-18,Västerås kommun,Råby,Bostadsrättslägenhet
Morkullegatan 56,41,2,2283,745000,218171,2017-maj-18,Västerås kommun,Västerås-Morkullan,Bostadsrättslägenhet
Stafettgatan 74,133,5,,3600000,,2017-maj-18,Västerås kommun,Rönnby,Friliggande villa
Källhagsgatan 1A,42,5,2784,900000,221176,2017-maj-18,Västerås kommun,Haga,Bostadsrätt
Spannmålsgatan 13,151,7,,3300000,,2017-maj-18,Västerås kommun,Hammarby,Par/Rad/Kedjehus
Solvändegatan 4 D,112,4,4936,2750000,,2017-maj-18,Västerås kommun,Gideonsberg,Bostadsrätt
Ladugårdsgatan 22,103,4,,2200000,,2017-maj-18,Västerås kommun,Hammarby,Par/Rad/Kedjehus
Sankta Ursulas väg 2 Ab,127,3,5792,3600000,228346,2017-maj-18,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Stenkammargatan 8,127,6,,3500000,,2017-maj-18,Västerås kommun,Guldkullen,Friliggande villa
Drottninggatan 30B,74,3,3947,1850000,225000,2017-maj-17,Västerås kommun,Jakobsberg/Lustigkulla,Bostadsrättslägenhet
Vintervägen 67,80,3,3802,1750000,221875,2017-maj-17,Västerås kommun,Hökåsen,Bostadsrättslägenhet
Bangatan 21 A,57,2,2582,1410000,224737,2017-maj-17,Västerås kommun,Gideonsberg / Haga,Bostadsrättslägenhet
Stentorpsgatan 24 B,26,1,1745,570000,221923,2017-maj-17,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Gråsparvsvägen 28,64,5,3965,850000,213178,2017-maj-17,Västerås kommun,Råby,Bostadsrättslägenhet
Kakelgatan 5,61,2,3575,2075000,234016,2017-maj-17,Västerås kommun,Östermalm,Bostadsrättslägenhet
Flisavägen 43,67,2,3527,925000,213765,2017-maj-17,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Rotorvägen 4,53,2,3441,1530000,228868,2017-maj-17,Västerås kommun,Aseastan,Bostadsrättslägenhet
Knotavägen 9,88,5,4995,1085000,212260,2017-maj-16,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Sevallagatan 5C,32,5,1883,855000,226308,2017-maj-16,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Claréusgatan 12,66,2,3642,2500000,237879,2017-maj-16,Västerås kommun,Slottsträdgården / Stallhagen,Bostadsrättslägenhet
Jakobsbergsgatan 16B,60,2,3128,1760000,229333,2017-maj-16,Västerås kommun,Centrum/Jakobsberg,Bostadsrättslägenhet
Hemfridsgatan 3,136,5,,2800000,,2017-maj-16,Västerås kommun,Dingtuna,Villa
Svanågatan  6,155,6,,3790000,,2017-maj-15,Västerås kommun,Nordanby,Villa
Fibulagatan 11,210,8,,4180000,,2017-maj-15,Västerås kommun,Brandthovda,Villa
Liegatan 86,113,4,,2600000,,2017-maj-15,Västerås kommun,Hammarby,Par/Rad/Kedjehus
Smältverksgatan 124,61,2,3744,950000,215574,2017-maj-15,Västerås kommun,Bäckby,Bostadsrättslägenhet
Ormbergsgatan 21,174,7,,5300000,,2017-maj-15,Västerås kommun,Ormberget/Jakobsberg,Friliggande villa
Norra Ringvägen 27B,38,1,2410,1050000,227632,2017-maj-15,Västerås kommun,Centralt,Bostadsrättslägenhet
Stafettgatan 3,129,5,,3330000,,2017-maj-15,Västerås kommun,Rönnby,Friliggande villa
Sandvägen 10,83,4,,3060000,,2017-maj-14,Västerås kommun,Hökåsen,Friliggande villa
Generatorgatan 3,62,2,3861,1500000,224194,2017-maj-14,Västerås kommun,Asea-stan,Bostadsrättslägenhet
Lovisebergsvägen 10 B,77,3,2995,2350000,230519,2017-maj-14,Västerås kommun,Karlsdal/Centralt,Bostadsrättslägenhet
Johanneshöjden 4,81,3,4357,2400000,229630,2017-maj-13,Västerås kommun,Karlsdal,Bostadsrättslägenhet
Vetterslundsgatan 42,77,5,4685,975000,212581,2017-maj-12,Västerås kommun,Vetterslund,Bostadsrättslägenhet
Öster Mälarstrands alle 149,78,3,2924,3550000,245513,2017-maj-12,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Kvicksundsstigen 10,70,3,5617,1725000,224643,2017-maj-12,Västerås kommun,Kvicksund,Bostadsrättslägenhet
Gästrikevägen 12,122,5,,3200000,,2017-maj-12,Västerås kommun,Önsta Gryta,Par/Rad/Kedjehus
Pastellvägen 29,123,5,,2750000,,2017-maj-12,Västerås kommun,Erikslund,Friliggande villa
Stentorpsgatan 21,38,5,2183,790000,220519,2017-maj-12,Västerås kommun,Stentorpet,Bostadsrättslägenhet
Norra Floragatan 25,75,5,4635,2205000,229205,2017-maj-12,Västerås kommun,Centrum/Oxbacken,Bostadsrättslägenhet
Rekylgatan 35,92,5,5735,1750000,218919,2017-maj-12,Västerås kommun,Haga,Bostadsrättslägenhet
Odensvigatan 3,31,1,2132,710000,222903,2017-maj-12,Västerås kommun,Odensvi,Bostadsrättslägenhet
Flisavägen 35,74,9,3882,900000,212016,2017-maj-11,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Tessingatan 1C,65,2,3263,1825000,228077,2017-maj-11,Västerås kommun,Centralt,Bostadsrättslägenhet
Statorvägen 1,89,3,5164,1500000,216854,2017-maj-11,Västerås kommun,Asea-stan,Bostadsrättslägenhet
Lovisebergsvägen 10 B,30,5,1413,980000,232131,2017-maj-11,Västerås kommun,Karlsdal / Centrum,Bostadsrättslägenhet
Barkarö Bygata 45,137,5,,3290000,,2017-maj-11,Västerås kommun,Barkarö,Par/Rad/Kedjehus
Gunnilbogatan 6 A,66,4,4663,1100000,216566,2017-maj-11,Västerås kommun,Norra Malmaberg,Bostadsrättslägenhet
Adolf Zethelius Gata 11,40,1,2156,650000,216250,2017-maj-10,Västerås kommun,Bäckby,Bostadsrättslägenhet
Patentgatan 16,80,3,4000,2650000,233125,2017-maj-10,Västerås kommun,Tegnérlunden,Bostadsrättslägenhet
Norra Skjutbanegatan 29 B,67,6,3421,1050000,215533,2017-maj-10,Västerås kommun,Norra Haga,Bostadsrättslägenhet
Stohagsvägen 41A,50,2,3578,1125000,222500,2017-maj-10,Västerås kommun,Stohagen,Bostadsrättslägenhet
Djäknebergsgatan 3 A,80,3,4907,1975000,224688,2017-maj-10,Västerås kommun,Centralt/Djäkneberget,Bostadsrättslägenhet
Bangatan 41B,74,5,3311,1570000,221074,2017-maj-10,Västerås kommun,Nordanby/Gideonsberg,Bostadsrättslägenhet
Stenhagsgatan 4,62,2,3207,1150000,218548,2017-maj-9,Västerås kommun,Viksäng,Bostadsrättslägenhet
Sjötullsgatan 6,127,4,6993,4500000,235433,2017-maj-9,Västerås kommun,Östra Hamnen,Bostadsrättslägenhet
Härnevigatan 13 B,73,5,3318,1510000,220544,2017-maj-9,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Svanå 23,48,2,,1260000,,2017-maj-8,Västerås kommun,Skultuna,Fritidshus
Kvistbergavägen 10A,82,5,5986,900000,210909,2017-maj-8,Västerås kommun,Tillberga,Bostadsrättslägenhet
Gunnilbogatan 6C,58,4,4157,930000,215925,2017-maj-8,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Gideonsbergsgatan 21 C,52,2,3608,1210000,223269,2017-maj-8,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Kungsfågelgatan 1,82,5,4790,880000,210667,2017-maj-8,Västerås kommun,Råby,Bostadsrättslägenhet
Flisavägen 44,39,5,2135,620000,215696,2017-maj-8,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Djäknebergsgatan 1 A,58,5,3757,1850000,231624,2017-maj-8,Västerås kommun,Oxbacken / Västermalm,Bostadsrättslägenhet
Hagvägen 17,114,6,,2900000,,2017-maj-8,Västerås kommun,Tillberga,Friliggande villa
Sjövretsvägen 6,170,7,,5050000,,2017-maj-7,Västerås kommun,Kvicksund,Friliggande villa
Blomstergatan 10,25,1,1727,825000,233000,2017-maj-7,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Norra Skjutbanegatan 23 A,56,3,2832,1110000,219716,2017-maj-7,Västerås kommun,Haga,Bostadsrättslägenhet
Skjutbanegatan 9C,55,9,2933,1225000,221914,2017-maj-7,Västerås kommun,Haga,Bostadsrättslägenhet
Domkyrkoesplanaden 8,135,5,6653,3500000,225926,2017-maj-7,Västerås kommun,Centrum/Herrgärdet,Bostadsrättslägenhet
Sidensvansgatan 64,103,5,,1895000,,2017-maj-6,Västerås kommun,Fredriksberg/Råby,Villa
Dragspelssvängen 32,60,2,,2200000,,2017-maj-6,Västerås kommun,Lycksta,Friliggande villa
Kumlagatan 10,99,4,,3100000,,2017-maj-6,Västerås kommun,Östra Malmaberg,Friliggande villa
Gunnilbogatan 8,35,1,2577,830000,223714,2017-maj-6,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Lötgatan  5,189,6,,5325000,,2017-maj-5,Västerås kommun,Barkarö,Villa
Färnebogatan 4B,59,5,2800,950000,215966,2017-maj-5,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Källhagsgatan 1i,50,7,3278,1250000,224655,2017-maj-5,Västerås kommun,Haga,Bostadsrättslägenhet
Kvistbergavägen 9A,53,2,3921,575000,210849,2017-maj-5,Västerås kommun,Tillberga,Bostadsrättslägenhet
Välljärnsgatan 486,58,2,3412,800000,213793,2017-maj-5,Västerås kommun,Bäckby,Bostadsrättslägenhet
Sandatäppsvägen 7,171,6,,4400000,,2017-maj-5,Västerås kommun,Kvicksund,Friliggande villa
Knotavägen 2,92,3,6286,990000,210761,2017-maj-4,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Vegagatan 2D,53,5,3673,1355000,225327,2017-maj-4,Västerås kommun,Vega,Bostadsrättslägenhet
Norra ringvägen 45,39,2,2720,1600000,241026,2017-maj-4,Västerås kommun,Karlsdal / Centrum,Bostadsrättslägenhet
Radhusvägen 3C,60,5,4196,2200000,,2017-maj-4,Västerås kommun,Tillberga,Bostadsrätt
Kopparbergsvägen 24 A,82,2,6057,1370000,216707,2017-maj-4,Västerås kommun,Centrum,Bostadsrättslägenhet
Norra Skjutbanegatan 25 F,69,3,3370,1365000,219783,2017-maj-4,Västerås kommun,Norra Haga,Bostadsrättslägenhet
Liegatan 50,103,4,,2350000,,2017-maj-3,Västerås kommun,Hammarby,Par/Rad/Kedjehus
Agnegatan 9,60,2,2976,1600000,226667,2017-maj-3,Västerås kommun,Aroslund,Bostadsrättslägenhet
Polstjärnegatan 57,80,5,4003,1285000,215963,2017-maj-3,Västerås kommun,Vetterstorp,Bostadsrättslägenhet
Skjutbanegatan 8 B,79,2,3830,1375000,217361,2017-maj-3,Västerås kommun,Norra Haga,Bostadsrättslägenhet
Vildrosgatan 17,84,3,4956,1350000,216071,2017-maj-3,Västerås kommun,Önsta Gryta,Bostadsrättslägenhet
Klyvargatan 10,60,2,3626,2125000,235417,2017-maj-3,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Smältverksgatan 36,61,2,3781,1120000,218361,2017-maj-2,Västerås kommun,Bäckby,Bostadsrättslägenhet
Skjutbanegatan 11E,68,1,3371,1280000,218796,2017-maj-2,Västerås kommun,Haga,Bostadsrättslägenhet
Kungsfågelgatan 75,67,2,4281,750000,211194,2017-maj-2,Västerås kommun,Råby,Bostadsrättslägenhet
Sigfrid Edströms Gata 42,106,4,,1950000,,2017-maj-2,Västerås kommun,Hammarby,Par/Rad/Kedjehus
Flisavägen 60,88,5,5088,1300000,214689,2017-maj-2,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Sjötullsgatan 6,64,2,4211,2140000,233438,2017-maj-2,Västerås kommun,Östra hamnen,Bostadsrättslägenhet
Markörgatan 6 A,55,5,3356,990000,217838,2017-maj-2,Västerås kommun,Haga,Bostadsrättslägenhet
Tegnérgatan 3,82,3,4229,2550000,231098,2017-maj-2,Västerås kommun,Tegnérgatan 3,Bostadsrättslägenhet
Rekylgatan 1,33,5,2266,730000,221791,2017-maj-2,Västerås kommun,Haga,Bostadsrättslägenhet
Flisavägen 23,67,2,3174,900000,213393,2017-maj-1,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Apalbyvägen 19,65,2,3343,1675000,225769,2017-maj-1,Västerås kommun,BLÅSBO,Bostadsrättslägenhet
Ullvigatan 45E,112,4,6902,1795000,216027,2017-4-30,Västerås kommun,Irsta,Bostadsrättslägenhet
Morkullegatan 4,68,2,3730,795000,211691,2017-4-30,Västerås kommun,Råby,Bostadsrättslägenhet
Råsegelgatan 2,79,3,3206,2850000,236076,2017-4-30,Västerås kommun,Öster Mälarstrand,Bostadsrättslägenhet
Lillåuddsallèn 9,94,5,5160,3095000,232751,2017-4-29,Västerås kommun,Lillåudden,Bostadsrättslägenhet
Knutsgatan 8A,103,4,4668,2750000,226699,2017-4-29,Västerås kommun,Centrum,Bostadsrättslägenhet
Västermalmsgatan 3,93,4,6142,2350000,225269,2017-4-28,Västerås kommun,Västermalmsgatan 3,Bostadsrättslägenhet
Vintervägen 173,80,3,4202,1925000,,2017-4-28,Västerås kommun,Hökåsen,Bostadsrätt
Knutsgatan 11 B,114,3,4966,2995000,226272,2017-4-28,Västerås kommun,Centralt,Bostadsrättslägenhet
Pila Brittas Gata 4,96,4,4693,3700000,238542,2017-4-28,Västerås kommun,Stallhagen,Bostadsrättslägenhet
Gränsta kolonistuga 86,42,2,,500000,,2017-4-28,Västerås kommun,Gränsta,Fritidshus
Älvkullevägen 12A,86,3,4145,2400000,227907,2017-4-28,Västerås kommun,Vallby,Bostadsrättslägenhet
Haga Parkgata 17 A,49,2,3182,1000000,220408,2017-4-28,Västerås kommun,Haga,Bostadsrättslägenhet
Källgatan 11b,58,2,2886,1770000,230517,2017-4-28,Västerås kommun,Centrum,Bostadsrättslägenhet
Kaserngatan 17,62,2,3185,1200000,219355,2017-4-28,Västerås kommun,Viksäng,Bostadsrättslägenhet
Lovisebergsvägen 2A,59,3,4002,1820000,230847,2017-4-28,Västerås kommun,Centrum,Bostadsrättslägenhet
Gunnilbogatan 24 D,59,2,2990,1240000,221017,2017-4-28,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Karlfeldtsgatan 92,164,5,,3750000,,2017-4-28,Västerås kommun,Nordanby,Friliggande villa
Bofinksvägen 7,53,1,3357,685000,212925,2017-4-28,Västerås kommun,Råby,Bostadsrättslägenhet
Krukmakargatan 3,71,2,2680,2600000,236620,2017-4-28,Västerås kommun,KRISTIANSBORG,Bostadsrättslägenhet
Tessingatan 5 B,45,1,2379,1525000,233814,2017-4-28,Västerås kommun,Centralt,Bostadsrättslägenhet
Timmermansgatan 6,32,7,2669,875000,226758,2017-4-27,Västerås kommun,Centralt,Bostadsrättslägenhet
Köksträdgårdsgatan 42,124,6,5317,4598000,237081,2017-4-27,Västerås kommun,Stadsträdgården / Framnäs,Bostadsrättslägenhet
Lovisebergsvägen 12,57,5,2458,1715000,229826,2017-4-27,Västerås kommun,Centralt / Karlsdal,Bostadsrättslägenhet
Gustavsgatan 14,68,2,3684,2200000,232353,2017-4-27,Västerås kommun,Vasastaden,Bostadsrättslägenhet
"Grönfinksvägen 14, 1,5 tr",84,3,5428,830000,29881,2017-4-27,Västerås kommun,Råby,Bostadsrättslägenhet
Katrinelundsvägen 20,95,5,3821,2700000,228272,2017-4-27,Västerås kommun,Centralt / Karlsdal,Bostadsrättslägenhet
Norra Skjutbanegatan 14F,68,8,3642,1420000,220640,2017-4-27,Västerås kommun,Haga,Bostadsrättslägenhet
Karbenningsgatan 4 A,76,9,3716,1425000,218531,2017-4-27,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Blomstergatan 6,69,3,3960,1360000,219710,2017-4-27,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Mimergatan 1 A,58,5,3468,1875000,232051,2017-4-27,Västerås kommun,Östermalm / centralt,Bostadsrättslägenhet
Flitiga Lisas Väg 15,133,5,,3300000,,2017-4-27,Västerås kommun,Norra Gryta,Par/Rad/Kedjehus
Regementsgatan 10,63,8,2548,1300000,220376,2017-4-27,Västerås kommun,Viksäng,Bostadsrättslägenhet
Tomatvägen 9,110,7,,4200000,,2017-4-27,Västerås kommun,Vega,Friliggande villa
Domkyrkoesplanaden 9,130,4,6700,3000000,223077,2017-4-27,Västerås kommun,Centralt,Bostadsrättslägenhet
Kumlagatan 9,79,5,4516,1420000,217862,2017-4-27,Västerås kommun,Odensvi,Bostadsrättslägenhet
Axel Oxenstiernas gata 44,56,2,2971,780000,213929,2017-4-27,Västerås kommun,Axel Oxenstiernas gata 44,Bostadsrättslägenhet
Kakelgatan 3,93,3,4387,3000000,232258,2017-4-26,Västerås kommun,Centralt,Bostadsrättslägenhet
Johanneshöjden 2,117,4,5887,3800000,232479,2017-4-26,Västerås kommun,Centralt,Bostadsrättslägenhet
Malörtsvägen 9,123,4,,3775000,,2017-4-26,Västerås kommun,Örtagården,Villa
Djuphamnsvägen 10B,82,3,3963,2810000,234268,2017-4-26,Västerås kommun,Stohagen,Bostadsrättslägenhet
Engelbrektsgatan 13,42,1,2457,1250000,229762,2017-4-26,Västerås kommun,Centrum,Bostadsrättslägenhet
Smältverksgatan 52,92,4,5246,1220000,213261,2017-4-26,Västerås kommun,Bäckby,Bostadsrättslägenhet
Strandvägen 42,247,7,,6325000,,2017-4-26,Västerås kommun,Tidö-Lindö,Friliggande villa
Bessemergatan 83,114,5,,2255000,,2017-4-26,Västerås kommun,Bäckby,Par/Rad/Kedjehus
Sidensvansgatan 136,103,5,,1900000,,2017-4-26,Västerås kommun,Råby,Par/Rad/Kedjehus
Regementsgatan 97,104,5,4790,2700000,225837,2017-4-25,Västerås kommun,Viksäng,Bostadsrättslägenhet
Johanneshöjden 2,54,2,3229,1825000,233796,2017-4-25,Västerås kommun,Centralt / Karlsdal / Johanneshöjden,Bostadsrättslägenhet
Rekylgatan 25,58,2,3759,1120000,219310,2017-4-25,Västerås kommun,Haga,Bostadsrättslägenhet
Djäknebergsgatan 1A,58,5,3757,1700000,229060,2017-4-25,Västerås kommun,CENTRALT/DJÄKNEBERGET,Bostadsrättslägenhet
Enhagsvägen 25,35,?,,2400000,,2017-4-24,Västerås kommun,Enhagen,Fritidshus
Fingersvampsvägen 8,196,6,,7800000,,2017-4-24,Västerås kommun,Enhagen,Villa
Vetterslundsgatan 40,77,5,4685,1160000,214968,2017-4-24,Västerås kommun,VETTERSLUND,Bostadsrättslägenhet
Benvägen 27,74,2,5349,560000,27568,2017-4-23,Västerås kommun,BJURHOVDA,Bostadsrättslägenhet
Ringduvegatan 74,112,4,,1895000,,2017-4-23,Västerås kommun,Råby / Ringduvan,Par/Rad/Kedjehus
Gunnilbogatan 10,77,3,4890,1350000,217464,2017-4-22,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Valhallagatan 19,197,8,,5750000,,2017-4-21,Västerås kommun,Annedal,Villa
Välljärnsgatan 490,84,5,4747,850000,210059,2017-4-21,Västerås kommun,Bäckby,Bostadsrättslägenhet
Gråsparvsvägen 15,41,5,2454,525000,212651,2017-4-21,Västerås kommun,Råby,Bostadsrättslägenhet
Björkängsvägen 24,74,3,,2370000,,2017-4-21,Västerås kommun,Skultuna,Friliggande villa
Ringduvegatan 115,84,3,4723,900000,210714,2017-4-21,Västerås kommun,Råby,Bostadsrättslägenhet
Malmabergsgatan 79 E,107,4,4155,2225000,220794,2017-4-21,Västerås kommun,Malmabergsgatan 79 E,Bostadsrättslägenhet
Fingerborgsvägen 12,156,6,,2900000,,2017-4-21,Västerås kommun,Skälby,Friliggande villa
