name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Fingerborgsvägen 12,156,6,0.0,2695000,17275.641025641027,2018-2-23,Västerås kommun,Skälby,Villa
Stora Gatan 1 B,76,3,4503.0,2490000,32763.157894736843,2018-2-23,Västerås kommun,Östermalm/centrum,Bostadsrättslägenhet
Kungsfågelgatan 65,67,3,4305.0,720000,10746.268656716418,2018-2-23,Västerås kommun,Råby,Bostadsrättslägenhet
Julrosvägen 97,118,5,6238.0,1800000,15254.237288135593,2018-2-23,Västerås kommun,Önsta/gryta,Bostadsrättslägenhet
Jakobsbergsplatsen 4 E,74,4,3055.0,2050000,27702.702702702703,2018-2-23,Västerås kommun,Djäkneberget,Bostadsrättslägenhet
Kakelgatan 1,51,5,2642.0,1880000,36862.74509803922,2018-2-23,Västerås kommun,Östermalm/centralt,Bostadsrättslägenhet
Domarringsgatan 11,132,5,0.0,3200000,24242.424242424244,2018-2-22,Västerås kommun,Brandthovda,Villa
Stora Gatan 2C,85,5,4760.0,2610000,30705.882352941175,2018-2-22,Västerås kommun,City,Bostadsrättslägenhet
Syrenvägen 67,103,4,5317.0,1850000,17961.165048543688,2018-2-22,Västerås kommun,Gryta,Bostadsrättslägenhet
Dingtuna torggata 12,65,2,3353.0,800000,12307.692307692309,2018-2-22,Västerås kommun,Dingtuna,Bostadsrättslägenhet
Lundbobergsvägen 62,65,2,2913.0,950000,14615.384615384615,2018-2-22,Västerås kommun,Tortuna,Bostadsrättslägenhet
Stentorpsgatan 23c,56,2,3409.0,1025000,18303.571428571428,2018-2-22,Västerås kommun,Malmaberg/ stentorpet,Bostadsrättslägenhet
Klockargatan 3 A,116,1,6414.0,1810000,15603.448275862069,2018-2-22,Västerås kommun,Klockartorpet,Bostadsrättslägenhet
Vetterslundsgatan 30,98,4,5850.0,1250000,12755.102040816326,2018-2-22,Västerås kommun,Vetterslund,Bostadsrättslägenhet
Vintervägen 125,97,4,4528.0,1900000,19587.628865979383,2018-2-21,Västerås kommun,Hökåsen,Bostadsrättslägenhet
Skerike Björnkälla 3,140,4,0.0,2350000,16785.714285714286,2018-2-21,Västerås kommun,Skerike,Villa
Nygårdsgatan 18A,83,3,4818.0,1895000,22831.32530120482,2018-2-21,Västerås kommun,Karlsdal,Bostadsrättslägenhet
Östra Tullgatan 3,61,2,3791.0,2250000,36885.24590163935,2018-2-21,Västerås kommun,Centrum/östermalm,Bostadsrättslägenhet
Fyrtornsgatan 1A,72,3,3878.0,3020000,41944.444444444445,2018-2-21,Västerås kommun,Lillåudden,Bostadsrättslägenhet
Axel Oxenstiernas Gata 46,72,3,3900.0,760000,10555.555555555555,2018-2-21,Västerås kommun,Bäckby,Bostadsrättslägenhet
Kaserngatan 43,39,1,2068.0,860000,22051.28205128205,2018-2-21,Västerås kommun,Viksäng,Bostadsrättslägenhet
Eriksbo byväg 41,130,4,0.0,3800000,29230.76923076923,2018-2-21,Västerås kommun,Eriksbo,Villa
Stenhusvägen 2g,124,5,0.0,2000000,16129.032258064517,2018-2-21,Västerås kommun,Skultuna,Radhus
Skultunavägen 18 F,78,3,4596.0,1950000,25000.0,2018-2-21,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Aspvretsgatan 1B,58,2,3963.0,855000,14741.379310344828,2018-2-21,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Malmabergsgatan 79B,55,2,3325.0,940000,17090.909090909092,2018-2-21,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Källhagsgatan 1H,43,8,2818.0,935000,21744.18604651163,2018-2-20,Västerås kommun,Haga,Bostadsrättslägenhet
Skyttegatan 5,69,5,4707.0,1050000,15217.391304347826,2018-2-20,Västerås kommun,Haga,Bostadsrättslägenhet
Skjutbanegatan 15A,80,3,4450.0,1285000,16062.5,2018-2-20,Västerås kommun,Norra haga,Bostadsrättslägenhet
Patentgatan 15,83,3,4053.0,2550000,30722.89156626506,2018-2-20,Västerås kommun,Tegnerlunden,Bostadsrättslägenhet
Timmermansgatan 6,29,1,2429.0,945000,32586.206896551725,2018-2-20,Västerås kommun,Centrum,Bostadsrättslägenhet
Skjutbanegatan 3A,37,1,2770.0,695000,18783.783783783783,2018-2-20,Västerås kommun,Haga,Bostadsrättslägenhet
Västra Bergsgatan 6 G,140,5,5877.0,3400000,24285.714285714286,2018-2-20,Västerås kommun,Vasastaden,Bostadsrättslägenhet
Badelundavägen 9f,130,5,0.0,3640000,28000.0,2018-2-20,Västerås kommun,Hökåsen,Radhus
Vikingagatan 11,107,4,0.0,3600000,33644.85981308411,2018-2-20,Västerås kommun,Brandthovda,Villa
Släggkastargatan 6,77,8,4076.0,960000,12467.532467532468,2018-2-19,Västerås kommun,Rönnby,Bostadsrättslägenhet
Rudbecksgatan 6B,66,2,3939.0,2000000,30303.030303030304,2018-2-19,Västerås kommun,Centrum,Bostadsrättslägenhet
Bangatan 29B,74,5,3517.0,1400000,18918.91891891892,2018-2-19,Västerås kommun,Nordanby,Bostadsrättslägenhet
Sveaborgsvägen 22,137,6,0.0,3650000,26642.33576642336,2018-2-19,Västerås kommun,Irsta,Villa
Åvägen 3,152,6,0.0,2100000,13815.78947368421,2018-2-19,Västerås kommun,Skultuna,Villa
Narvavägen 61,68,3,4379.0,1200000,17647.058823529413,2018-2-18,Västerås kommun,Hammarby,Bostadsrättslägenhet
Sigfrid Edströms Gata 112,116,5,0.0,2300000,19827.58620689655,2018-2-18,Västerås kommun,Hammarby,Radhus
Stora Gatan 2G,87,3,5009.0,2815000,32356.32183908046,2018-2-17,Västerås kommun,Centrum/östermalm,Bostadsrättslägenhet
Bangatan 29 B,74,5,3517.0,1300000,17567.567567567567,2018-2-17,Västerås kommun,Nordanby,Bostadsrättslägenhet
Adolf Zethelius Gata 9,76,2,4000.0,900000,11842.105263157895,2018-2-17,Västerås kommun,Bäckby,Bostadsrättslägenhet
Åsgatan 4 A,41,5,1896.0,1225000,29878.048780487807,2018-2-16,Västerås kommun,Jakobsberg,Bostadsrättslägenhet
Hillenvägen 6,111,5,0.0,3100000,27927.92792792793,2018-2-16,Västerås kommun,Hagaberg,Villa
Flisavägen 38,67,2,4000.0,870000,12985.074626865671,2018-2-16,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Västra bergsgatan 8E,140,5,5788.0,4000000,28571.428571428572,2018-2-16,Västerås kommun,Vasastaden / stallhagen,Bostadsrättslägenhet
Gamla Vägen 14,113,6,0.0,2800000,24778.7610619469,2018-2-16,Västerås kommun,Tillberga,Villa
Skiljeboplatsen 1C,52,2,3110.0,1710000,32884.61538461538,2018-2-15,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Patentgatan 18,80,3,4000.0,2450000,30625.0,2018-2-15,Västerås kommun,Tegnérlunden,Bostadsrättslägenhet
Lovisebergsvägen 2 A,50,2,3498.0,1330000,26600.0,2018-2-15,Västerås kommun,Centrum - kristiansborg,Bostadsrättslägenhet
Källgatan 9 C,75,3,3010.0,2150000,28666.666666666668,2018-2-15,Västerås kommun,Centrum,Bostadsrättslägenhet
Skjutbanegatan 11 E,38,6,2012.0,895000,23552.63157894737,2018-2-15,Västerås kommun,Haga,Bostadsrättslägenhet
Lövhagsgatan 69,84,3,5414.0,710000,8452.380952380952,2018-2-15,Västerås kommun,Råby,Bostadsrättslägenhet
Gunnilbogatan 22B,53,8,2898.0,1120000,21132.075471698114,2018-2-15,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Frödings väg 7,111,4,6030.0,3000000,27027.027027027027,2018-2-15,Västerås kommun,Korsängsgärdet,Bostadsrättslägenhet
Färnebogatan 12A,53,2,2467.0,990000,18679.245283018867,2018-2-14,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Blomstergatan 4,58,2,3497.0,1245000,21465.51724137931,2018-2-14,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Blomstergatan 14,55,2,3781.0,1050000,19090.909090909092,2018-2-14,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Rösegårdsgatan 140,132,5,0.0,2175000,16477.272727272728,2018-2-14,Västerås kommun,Västerås,Radhus
Valsverksgatan 2B,68,7,3871.0,1450000,21323.529411764706,2018-2-14,Västerås kommun,Sandgärdet,Bostadsrättslägenhet
Släggkastargatan 12,81,5,4108.0,1400000,17283.95061728395,2018-2-14,Västerås kommun,Rönnby,Bostadsrättslägenhet
Timmermansgatan 8,39,8,3069.0,1250000,32051.28205128205,2018-2-14,Västerås kommun,Centrum,Bostadsrättslägenhet
Skjutbanegatan 17C,68,6,4065.0,1400000,20588.235294117647,2018-2-13,Västerås kommun,Haga,Bostadsrättslägenhet
Hagagränd 9,45,1,2841.0,895000,19888.88888888889,2018-2-13,Västerås kommun,Haga,Bostadsrättslägenhet
Öster Mälarstrands allé 130,58,2,3678.0,1900000,32758.620689655174,2018-2-13,Västerås kommun,Öster mälarstrand,Bostadsrättslägenhet
Föreningsgatan 25,49,8,1471.0,1500000,30612.244897959183,2018-2-12,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Flisavägen 5,88,5,4397.0,1350000,15340.90909090909,2018-2-12,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Backsippsgatan 17 C,55,2,3781.0,1050000,19090.909090909092,2018-2-12,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Släggkastargatan 5,77,8,4170.0,995000,12922.077922077922,2018-2-12,Västerås kommun,Rönnby,Bostadsrättslägenhet
Gulmårastigen 4C,43,5,2463.0,1030000,23953.488372093023,2018-2-11,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Tärnagatan 4,99,4,0.0,2905000,29343.434343434343,2018-2-11,Västerås kommun,Malmaberg,Villa
Labradorvägen 28,88,5,4225.0,1525000,17329.545454545456,2018-2-11,Västerås kommun,Södra gryta,Bostadsrättslägenhet
Haga Parkgata 19 C,86,3,5798.0,925000,10755.813953488372,2018-2-10,Västerås kommun,Haga,Bostadsrättslägenhet
Morkullegatan 36,90,3,4843.0,1180000,13111.111111111111,2018-2-10,Västerås kommun,Råby - morkullan,Bostadsrättslägenhet
Vintervägen 209,80,3,4202.0,1860000,23250.0,2018-2-10,Västerås kommun,Hökåsen,Bostadsrättslägenhet
Rotorvägen 6,64,5,4250.0,1475000,23046.875,2018-2-10,Västerås kommun,Aseastan,Bostadsrättslägenhet
Kopparbergsvägen 23,79,4,5082.0,2190000,27721.518987341773,2018-2-9,Västerås kommun,City,Bostadsrättslägenhet
Johanneshöjden 2,90,3,4880.0,2295000,25500.0,2018-2-9,Västerås kommun,City,Bostadsrättslägenhet
Patentgatan 15,102,4,4981.0,3000000,29411.764705882353,2018-2-9,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Karbenningsgatan 4a,76,9,3716.0,1670000,21973.684210526317,2018-2-9,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Liegatan 148,103,4,0.0,2170000,21067.961165048542,2018-2-9,Västerås kommun,Liegatan 148,Radhus
Folkparksgatan 6,111,3,6598.0,3400000,30630.630630630632,2018-2-9,Västerås kommun,Västerås,Bostadsrättslägenhet
Vårbackegatan 23,170,6,0.0,5100000,30000.0,2018-2-9,Västerås kommun,Barkarö,Villa
Klockargatan 10b,66,2,3360.0,1365000,20681.81818181818,2018-2-9,Västerås kommun,Klockartorpet,Bostadsrättslägenhet
Öster Mälarstrands Allé 132,79,3,4571.0,2700000,34177.215189873416,2018-2-9,Västerås kommun,Öster mälarstrand,Bostadsrättslägenhet
Engelbrektsgatan 1,55,2,3681.0,2015000,36636.36363636364,2018-2-9,Västerås kommun,Centrum,Bostadsrättslägenhet
Östra Tullgatan 3,61,2,3791.0,2295000,37622.95081967213,2018-2-9,Västerås kommun,Östermalm/centrum,Bostadsrättslägenhet
Skultunavägen 18A,30,5,1891.0,895000,29833.333333333332,2018-2-9,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Stora gatan 49,36,1,1988.0,1300000,36111.11111111111,2018-2-9,Västerås kommun,Centrum,Bostadsrättslägenhet
Stora gatan 4 A,100,4,5928.0,2320000,23200.0,2018-2-9,Västerås kommun,Östermalm / centralt,Bostadsrättslägenhet
Katrinelundsvägen 20,57,5,2392.0,1550000,27192.98245614035,2018-2-9,Västerås kommun,Karlsdal,Bostadsrättslägenhet
Stohagsvägen 39B,51,2,4150.0,1040000,20392.156862745098,2018-2-8,Västerås kommun,Stohagen,Bostadsrättslägenhet
Jakobsgatan 37A,131,5,7726.0,1287094,9825.145038167939,2018-2-8,Västerås kommun,Pettersberg,Bostadsrättslägenhet
Liegatan 59,109,3,0.0,2450000,22477.064220183485,2018-2-8,Västerås kommun,Hammarby,Radhus
Flisavägen 43,39,5,2388.0,600000,15384.615384615385,2018-2-8,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Adolf Zethelius Gata 7,50,2,2800.0,790000,15800.0,2018-2-8,Västerås kommun,Bäckby,Bostadsrättslägenhet
Ekhyddevägen 7,155,5,0.0,3690000,23806.451612903227,2018-2-8,Västerås kommun,Kvicksund,Villa
Gideonsbergsgatan 15a,119,6,0.0,3750000,31512.605042016807,2018-2-8,Västerås kommun,Gideonsberg,Villa
Smältverksgatan 157,152,6,0.0,2595000,17072.36842105263,2018-2-8,Västerås kommun,Bäckby,Radhus
Jakobsgatan 54,38,1,2419.0,685000,18026.315789473683,2018-2-7,Västerås kommun,Pettersberg,Bostadsrättslägenhet
Verkstadsgatan 5,209,6,0.0,3310000,15837.320574162679,2018-2-7,Västerås kommun,Tillberga,Villa
Rekylgatan 35,92,5,5909.0,1550000,16847.82608695652,2018-2-7,Västerås kommun,Norra haga,Bostadsrättslägenhet
Bomansgatan 22 A,49,5,3140.0,1400000,28571.428571428572,2018-2-7,Västerås kommun,Kristiansborg,Bostadsrättslägenhet
Morkullegatan 4,68,3,3835.0,970000,14264.70588235294,2018-2-6,Västerås kommun,Morkullegatan 4,Bostadsrättslägenhet
Bärby Byväg 2,147,5,0.0,3650000,24829.931972789116,2018-2-6,Västerås kommun,Bärby,Villa
Karlsgatan 21A,145,5,5842.0,3625000,25000.0,2018-2-5,Västerås kommun,Centrala västerås,Bostadsrättslägenhet
Lövhagsgatan 37,53,2,3365.0,725000,13679.245283018869,2018-2-5,Västerås kommun,Råby,Bostadsrättslägenhet
Timmermansgatan 6,29,1,2429.0,900000,31034.48275862069,2018-2-5,Västerås kommun,Centralt,Bostadsrättslägenhet
Nyckelövägen 112A,170,7,0.0,3600000,21176.470588235294,2018-2-4,Västerås kommun,Kvicksund,Villa
Jakobsgatan 33 A,60,2,3828.0,1130000,18833.333333333332,2018-2-4,Västerås kommun,Jakobsberg,Bostadsrättslägenhet
Skyttegatan 3A,74,3,4858.0,1435000,19391.891891891893,2018-2-3,Västerås kommun,Haga,Bostadsrättslägenhet
Ringduvegatan 119,84,3,4723.0,760000,9047.619047619048,2018-2-3,Västerås kommun,Råby,Bostadsrättslägenhet
Flisavägen 47,88,5,5071.0,1250000,14204.545454545454,2018-2-3,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Skjutbanegatan 10 D,60,2,3589.0,895000,14916.666666666666,2018-2-3,Västerås kommun,Haga,Bostadsrättslägenhet
Lospånga Byväg 5,103,4,0.0,2650000,25728.155339805824,2018-2-2,Västerås kommun,Dingtuna,Villa
Lovisebergsvägen 2 A,33,1,2330.0,850000,25757.575757575756,2018-2-2,Västerås kommun,Kristiansborg,Bostadsrättslägenhet
Bangatan 45,90,4,3985.0,2000000,22222.222222222223,2018-2-2,Västerås kommun,Nordanby gärde,Bostadsrättslägenhet
Prästkragegatan 2A,84,5,4391.0,3550000,42261.90476190476,2018-2-2,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Skjutbanegatan  2 A,79,2,3224.0,1560000,19746.835443037973,2018-2-2,Västerås kommun,Norra haga,Bostadsrättslägenhet
Källhagsgatan 1E,43,8,2922.0,950000,22093.023255813954,2018-2-1,Västerås kommun,Haga,Bostadsrättslägenhet
Blomstergatan 26,67,3,4578.0,1195000,17835.82089552239,2018-2-1,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Strandlinjevägen 11,155,5,0.0,3395000,21903.225806451614,2018-2-1,Västerås kommun,Hökåsen,Villa
Stora gatan 74,35,2,2242.0,1410000,40285.71428571428,2018-2-1,Västerås kommun,Oxbacken,Bostadsrättslägenhet
Öster Mälarstrands allé 129,86,5,4165.0,2780000,32325.581395348836,2018-2-1,Västerås kommun,Öster mälarstrand,Bostadsrättslägenhet
Haga Parkgata 8E,65,3,4357.0,1480000,22769.23076923077,2018-2-1,Västerås kommun,Haga,Bostadsrättslägenhet
Brynhilds väg 11,119,5,0.0,2800000,23529.41176470588,2018-2-1,Västerås kommun,Irsta,Radhus
Regementsgatan 93,81,5,4137.0,2320000,28641.975308641977,2018-1-31,Västerås kommun,Viksäng,Bostadsrättslägenhet
Margaretavägen 5,210,6,0.0,10200000,48571.42857142857,2018-1-31,Västerås kommun,Enhagen,Villa
Rotorvägen 2,77,5,4912.0,1450000,18831.16883116883,2018-1-31,Västerås kommun,Aseastan,Bostadsrättslägenhet
Plåtverksgatan 139,85,3,0.0,1650000,19411.764705882353,2018-1-31,Västerås kommun,Bäckby,Radhus
Bomansgatan 22B,38,5,2593.0,980000,25789.473684210527,2018-1-31,Västerås kommun,Kristiansborg,Bostadsrättslägenhet
Isbanegatan 1,118,5,0.0,3600000,30508.474576271186,2018-1-30,Västerås kommun,Rönnby,Radhus
Langenbergsgatan 6C,65,3,3951.0,1730000,26615.384615384617,2018-1-30,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Vintervägen 195,101,5,4552.0,1995000,19752.47524752475,2018-1-30,Västerås kommun,Hökåsen,Bostadsrättslägenhet
Stentorpsgatan 22 A,86,3,5432.0,1170000,13604.651162790698,2018-1-30,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Jakobsbergsgatan 16 B,47,5,2325.0,1350000,28723.40425531915,2018-1-29,Västerås kommun,City/djäkneberget,Bostadsrättslägenhet
Fyrbåksvägen 6,104,3,4611.0,4125000,39663.46153846154,2018-1-29,Västerås kommun,Lillåudden,Bostadsrättslägenhet
Tegnérgatan 3,63,2,3305.0,1795000,28492.06349206349,2018-1-29,Västerås kommun,Tegnérgatan 3,Bostadsrättslägenhet
Öster Mälarstrands Allé 138,104,5,5408.0,3700000,35576.92307692308,2018-1-29,Västerås kommun,Öster mälarstrand,Bostadsrättslägenhet
Mäsenvägen 89,111,5,0.0,3295000,29684.684684684686,2018-1-29,Västerås kommun,Hagaberg,Villa
Mätvägen 12,112,1,5301.0,2295000,20491.071428571428,2018-1-28,Västerås kommun,Skälby,Bostadsrättslägenhet
Rekylgatan 29,71,5,4542.0,1095000,15422.535211267606,2018-1-28,Västerås kommun,Haga,Bostadsrättslägenhet
Logportsvägen 39,88,4,0.0,2550000,28977.272727272728,2018-1-27,Västerås kommun,Brottberga,Villa
Lavendelvägen 89,132,5,0.0,2770000,20984.848484848484,2018-1-27,Västerås kommun,Gryta,Radhus
Sankta Ursulas väg 2AB,46,2,2179.0,1950000,42391.30434782609,2018-1-27,Västerås kommun,Centralt,Bostadsrättslägenhet
Axel oxenstiernas gata 44,56,2,3170.0,610000,10892.857142857143,2018-1-26,Västerås kommun,Bäckby,Bostadsrättslägenhet
Bofinksvägen 16,45,5,2840.0,540000,12000.0,2018-1-26,Västerås kommun,Råby,Bostadsrättslägenhet
Gunnilbogatan 32 B,75,3,3938.0,1275000,17000.0,2018-1-26,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Gunnilbogatan 6C,66,4,4663.0,850000,12878.787878787878,2018-1-26,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Soldatgatan 22,65,2,2806.0,1205000,18538.46153846154,2018-1-26,Västerås kommun,Viksäng,Bostadsrättslägenhet
Stockrosvägen 17,118,5,0.0,2350000,19915.254237288136,2018-1-26,Västerås kommun,Önsta - norra gryta,Radhus
Agnegatan 7,124,5,4085.0,3100000,25000.0,2018-1-26,Västerås kommun,Aroslund,Bostadsrättslägenhet
Rekylgatan 10,55,2,3518.0,1150000,20909.090909090908,2018-1-26,Västerås kommun,Norra haga,Bostadsrättslägenhet
Bomansgatan 18 A,43,2,4078.0,780000,18139.53488372093,2018-1-26,Västerås kommun,Kristiansborg,Bostadsrättslägenhet
Fyrtornsgatan 9A,84,3,0.0,3300000,39285.71428571428,2018-1-26,Västerås kommun,Lillåudden,Other
Vetterslundsgatan 12,43,1,2963.0,675000,15697.67441860465,2018-1-26,Västerås kommun,Vetterslund,Bostadsrättslägenhet
Rågetsvägen 40,132,4,0.0,2800000,21212.121212121212,2018-1-25,Västerås kommun,Gryta,Radhus
Gråsparvsvägen 26,90,3,5729.0,765000,8500.0,2018-1-25,Västerås kommun,Råby,Bostadsrättslägenhet
Nedre Hyttvägen 1C,115,3,0.0,3650000,31739.130434782608,2018-1-25,Västerås kommun,Stallhagen,Radhus
Utanbygatan 6C,94,3,7128.0,1940000,20638.297872340427,2018-1-25,Västerås kommun,Östermalm,Bostadsrättslägenhet
Katrinelundsvägen 20,95,5,3897.0,2225000,23421.052631578947,2018-1-25,Västerås kommun,Karlsdal/centralt,Bostadsrättslägenhet
Pettersbergsgatan 32A,105,4,6014.0,3100000,29523.809523809523,2018-1-25,Västerås kommun,Pettersberg,Bostadsrättslägenhet
Bofinksvägen 7,53,1,3406.0,590000,11132.075471698114,2018-1-25,Västerås kommun,Råby,Bostadsrättslägenhet
Järnvägsgatan 27 C,107,4,7531.0,1000000,9345.794392523365,2018-1-24,Västerås kommun,Tillberga,Bostadsrättslägenhet
Blomstergatan 12,52,2,3666.0,1150000,22115.384615384617,2018-1-24,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Flisavägen 43,39,9,2526.0,680000,17435.897435897437,2018-1-24,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Backsippsgatan 21 C,68,3,4555.0,1495000,21985.29411764706,2018-1-24,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Adolf zethelius gata 3,65,3,3407.0,1370000,21076.923076923078,2018-1-24,Västerås kommun,Bäckby,Bostadsrättslägenhet
Kvartärvägen 9,115,6,0.0,3525000,30652.17391304348,2018-1-24,Västerås kommun,Hökåsen,Villa
Nanna Svartz Gata 3,179,5,7981.0,7700000,43016.75977653631,2018-1-23,Västerås kommun,Stallhagen,Bostadsrättslägenhet
Juravägen 5,176,5,0.0,3325000,18892.045454545456,2018-1-23,Västerås kommun,Hökåsen,Villa
Kungsfågelgatan 47,64,4,4080.0,750000,11718.75,2018-1-23,Västerås kommun,Råby,Bostadsrättslägenhet
Julrosvägen 23,90,3,4612.0,1450000,16111.111111111111,2018-1-23,Västerås kommun,Norra gryta,Bostadsrättslägenhet
Vintervägen 29,97,4,4528.0,1700000,17525.77319587629,2018-1-23,Västerås kommun,Hökåsen,Bostadsrättslägenhet
Släggkastargatan 11,77,8,4076.0,1050000,13636.363636363636,2018-1-23,Västerås kommun,Rönnby,Bostadsrättslägenhet
Vasagatan 26B,75,3,2763.0,2425000,32333.333333333332,2018-1-23,Västerås kommun,Centrum,Bostadsrättslägenhet
Rekylgatan 4,36,5,2504.0,695000,19305.555555555555,2018-1-22,Västerås kommun,Haga,Bostadsrättslägenhet
Patentgatan 9,71,3,3822.0,2100000,29577.464788732395,2018-1-22,Västerås kommun,Tegnérlunden,Bostadsrättslägenhet
Åsgatan 4c,41,1,1798.0,1220000,29756.09756097561,2018-1-21,Västerås kommun,Jakobsberg,Bostadsrättslägenhet
Smältverksgatan 155,118,5,0.0,2150000,18220.338983050846,2018-1-20,Västerås kommun,Bäckby,Villa
"Flisavägen 34, nb",88,5,4897.0,1575000,17897.727272727272,2018-1-20,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Blåklockevägen 97,180,7,0.0,3500000,19444.444444444445,2018-1-20,Västerås kommun,Gryta,Villa
Blomstergatan 3A,57,2,2966.0,1200000,21052.63157894737,2018-1-20,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Rekylgatan 10,36,5,2473.0,650000,18055.555555555555,2018-1-20,Västerås kommun,Haga,Bostadsrättslägenhet
Hubbogatan 20,136,4,0.0,2995000,22022.058823529413,2018-1-19,Västerås kommun,Skiljebo,Radhus
Kopparbergsvägen 18a,50,2,3514.0,1550000,31000.0,2018-1-19,Västerås kommun,Centralt,Bostadsrättslägenhet
Jakobsgatan 44C,60,2,3828.0,1200000,20000.0,2018-1-19,Västerås kommun,Jakobsberg,Bostadsrättslägenhet
Gunnilbogatan 30B,58,2,3168.0,1275000,21982.758620689656,2018-1-19,Västerås kommun,Haga,Bostadsrättslägenhet
Blomstergatan 6,25,1,1727.0,550000,22000.0,2018-1-19,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Bangatan 55,63,2,3007.0,1200000,19047.619047619046,2018-1-19,Västerås kommun,Nordanby/ gideonsberg,Bostadsrättslägenhet
Kristinagatan 25,60,5,2400.0,1700000,28333.333333333332,2018-1-19,Västerås kommun,Centrum/västermalm,Bostadsrättslägenhet
Dovhjortsvägen 5,137,5,0.0,3350000,24452.554744525547,2018-1-18,Västerås kommun,Gryta,Villa
Billsta trädgårdsväg 9F,48,6,3767.0,870000,18125.0,2018-1-18,Västerås kommun,Billsta,Bostadsrättslägenhet
Skälbygatan 202,95,8,6921.0,980000,10315.78947368421,2018-1-18,Västerås kommun,Skälby,Bostadsrättslägenhet
Knotavägen 18,67,3,5076.0,685000,10223.880597014926,2018-1-18,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Rekylgatan 2,36,5,2546.0,740000,20555.555555555555,2018-1-18,Västerås kommun,Haga,Bostadsrättslägenhet
Blomstergatan 1 A,55,5,3023.0,1450000,26363.636363636364,2018-1-18,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Tessingatan 6,58,2,3436.0,1700000,29310.344827586207,2018-1-17,Västerås kommun,City,Bostadsrättslägenhet
Källhagsgatan 4B,55,5,3921.0,900000,16363.636363636364,2018-1-17,Västerås kommun,Haga,Bostadsrättslägenhet
Aspvretsgatan 1D,58,2,4062.0,905000,15603.448275862069,2018-1-17,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Sofiebergsgatan 10,132,6,0.0,4750000,35984.84848484849,2018-1-17,Västerås kommun,Stohagen,Villa
Narvavägen 31,71,3,4401.0,1410000,19859.154929577464,2018-1-16,Västerås kommun,Hammarby,Bostadsrättslägenhet
Knotavägen 39,88,5,6545.0,695000,7897.727272727273,2018-1-16,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Lovisebergsvägen 12,77,5,3040.0,1650000,21428.571428571428,2018-1-16,Västerås kommun,Karlsdal/ centralt,Bostadsrättslägenhet
Vildrosgatan 31,68,5,4363.0,1090000,16029.411764705883,2018-1-16,Västerås kommun,Gryta,Bostadsrättslägenhet
Flisavägen 23,39,9,2053.0,750000,19230.76923076923,2018-1-15,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Skjutbanegatan 8B,79,2,3901.0,1330000,16835.443037974685,2018-1-15,Västerås kommun,Norra haga,Bostadsrättslägenhet
Stentorpsgatan 21,51,2,3080.0,890000,17450.980392156864,2018-1-15,Västerås kommun,Östra malmaberg,Bostadsrättslägenhet
Lövhagsgatan 31,61,2,3873.0,750000,12295.081967213115,2018-1-14,Västerås kommun,Råby,Bostadsrättslägenhet
Ploggatan 10,146,5,0.0,3350000,22945.205479452055,2018-1-13,Västerås kommun,Hammarby,Radhus
Sevallagatan 3,53,5,2576.0,1205000,22735.849056603773,2018-1-13,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Grenadjärgatan 17,142,6,0.0,3875000,27288.732394366198,2018-1-12,Västerås kommun,Södra skiljebo,Radhus
